customer_id,age,income,tenure_years,monthly_spend,support_calls,satisfaction_score,login_frequency,contract_months,city,plan,payment_method,churn
CUST100647,36.0,65036.99,12.0,51.14,1.0,5.77,12.34,6.0,Hyderabad,Standard,UPI,0
CUST101061,22.0,42712.2,7.0,88.4,1.0,7.6,19.26,24.0,Pune,Basic,UPI,0
CUST101442,42.0,43237.63,3.0,48.56,0.0,5.84,20.08,24.0,Hyderabad,Standard,Card,0
CUST100239,46.0,108495.62,2.0,137.79,0.0,7.21,17.62,24.0,Jaipur,Standard,NetBanking,0
CUST100576,42.0,54877.33,13.0,41.62,3.0,6.67,16.83,12.0,Delhi,Basic,NetBanking,0
CUST100871,29.0,62762.67,3.0,123.15,0.0,9.88,7.73,12.0,Hyderabad,Basic,NetBanking,0
CUST101037,47.0,48027.24,6.0,30.86,3.0,5.43,17.03,1.0,Bengaluru,Standard,Wallet,0
CUST100930,30.0,84046.79,14.0,76.26,1.0,8.98,19.7,24.0,Delhi,Basic,NetBanking,0
CUST100233,65.0,222410.22,8.0,77.21,3.0,9.09,27.95,1.0,Hyderabad,Standard,UPI,0
CUST100139,43.0,47118.86,11.0,143.94,1.0,9.98,8.69,24.0,Jaipur,Standard,UPI,1
CUST100592,33.0,99249.41,14.0,130.91,3.0,5.81,20.26,24.0,Mumbai,Standard,Card,0
CUST101248,47.0,88615.47,7.0,110.9,1.0,5.56,21.22,6.0,Delhi,Standard,Card,0
CUST101446,52.0,34599.06,0.0,46.87,0.0,7.72,9.09,12.0,Hyderabad,Basic,UPI,1
CUST100172,45.0,97605.9,13.0,77.89,2.0,6.34,29.78,1.0,Mumbai,Basic,UPI,0
CUST101227,38.0,34956.36,6.0,126.54,4.0,5.91,15.17,6.0,Hyderabad,Basic,NetBanking,1
CUST101473,25.0,42103.26,6.0,84.99,2.0,6.3,22.25,1.0,Mumbai,Standard,UPI,0
CUST100107,52.0,53863.01,11.0,41.34,5.0,6.01,25.35,1.0,Mumbai,Standard,UPI,0
CUST101008,55.0,52883.22,8.0,85.2,2.0,8.55,21.78,36.0,Delhi,Premium,Card,0
CUST100889,53.0,131904.45,13.0,30.65,3.0,8.27,23.09,12.0,Pune,Standard,UPI,0
CUST100211,40.0,27287.29,2.0,20.85,1.0,3.58,15.13,6.0,Delhi,Standard,NetBanking,1
CUST101305,65.0,56520.71,11.0,106.06,5.0,6.37,16.92,24.0,Jaipur,Premium,NetBanking,1
CUST101467,38.0,101738.89,10.0,32.78,7.0,7.55,11.8,24.0,Jaipur,Basic,UPI,0
CUST100346,47.0,89073.65,14.0,111.99,2.0,7.93,11.11,1.0,Hyderabad,Standard,UPI,0
CUST101490,43.0,34472.33,4.0,100.95,5.0,6.76,20.67,12.0,Delhi,Standard,Wallet,0
CUST100911,60.0,80963.54,12.0,86.9,1.0,5.8,26.85,36.0,Mumbai,Standard,Card,1
CUST100498,18.0,55702.47,3.0,62.06,1.0,8.09,14.61,24.0,Bengaluru,Premium,UPI,0
CUST101036,52.0,173020.17,15.0,91.27,4.0,8.5,27.88,1.0,Bengaluru,Basic,Card,0
CUST101135,44.0,69618.15,4.0,101.18,2.0,6.66,18.46,36.0,Jaipur,Basic,Wallet,0
CUST100679,38.0,77399.33,14.0,28.47,1.0,8.02,25.83,12.0,Hyderabad,Premium,Wallet,0
CUST100568,40.0,87545.86,11.0,111.92,1.0,8.86,20.59,24.0,Delhi,Premium,UPI,0
CUST100088,42.0,70343.04,10.0,37.73,18.0,9.25,18.4,24.0,Mumbai,Basic,UPI,0
CUST101211,51.0,28290.77,13.0,38.69,2.0,7.08,17.19,24.0,Delhi,Standard,Card,1
CUST100868,18.0,38852.28,3.0,61.47,0.0,4.97,31.89,6.0,Pune,Standard,Card,0
CUST100575,65.0,25104.88,10.0,130.54,0.0,8.09,15.98,24.0,Jaipur,Standard,NetBanking,0
CUST101371,38.0,73841.99,3.0,87.92,3.0,7.72,22.75,1.0,Pune,Basic,NetBanking,0
CUST100688,58.0,63499.57,2.0,54.96,0.0,4.9,23.96,12.0,Delhi,Basic,UPI,0
CUST100453,49.0,117644.79,8.0,114.39,2.0,6.6,5.13,36.0,Hyderabad,Premium,Wallet,0
CUST100168,59.0,46249.75,5.0,65.35,3.0,8.39,30.49,6.0,Hyderabad,Premium,UPI,0
CUST101427,60.0,24027.17,2.0,76.19,1.0,8.45,25.37,24.0,Bengaluru,Standard,Wallet,0
CUST100255,57.0,52406.81,5.0,63.29,3.0,5.05,15.79,1.0,Mumbai,Standard,NetBanking,0
CUST100421,50.0,30478.0,1.0,129.52,6.0,5.45,18.99,24.0,Hyderabad,Basic,UPI,1
CUST100240,20.0,115072.19,14.0,97.08,3.0,6.01,19.4,36.0,Pune,Basic,UPI,0
CUST100356,48.0,114037.41,7.0,52.83,2.0,7.82,21.11,12.0,Delhi,Basic,Card,1
CUST100245,20.0,96368.59,5.0,25.82,2.0,10.0,23.82,24.0,Hyderabad,Standard,UPI,0
CUST100284,41.0,94622.41,11.0,41.55,5.0,6.54,18.96,1.0,Bengaluru,Basic,NetBanking,1
CUST100984,32.0,153322.74,3.0,64.45,3.0,5.97,14.08,36.0,Mumbai,Premium,UPI,0
CUST100581,29.0,86720.45,14.0,113.46,2.0,5.73,16.61,24.0,Mumbai,Standard,UPI,0
CUST101072,25.0,56106.4,12.0,194.96,2.0,6.97,16.99,36.0,Jaipur,Standard,Wallet,0
CUST100282,20.0,27845.33,8.0,122.59,1.0,9.94,29.94,12.0,Delhi,Premium,Wallet,0
CUST101383,59.0,55252.41,7.0,46.95,1.0,8.91,16.77,36.0,Mumbai,Basic,Card,0
CUST100247,37.0,77054.99,5.0,126.29,6.0,6.68,24.19,6.0,Mumbai,Basic,UPI,0
CUST100079,31.0,82740.22,5.0,70.88,3.0,6.42,19.52,12.0,Bengaluru,Premium,UPI,0
CUST100650,44.0,38382.66,15.0,100.47,1.0,6.19,21.37,24.0,Delhi,Premium,UPI,0
CUST101086,19.0,58625.55,5.0,82.9,0.0,6.87,4.43,1.0,Hyderabad,Standard,NetBanking,1
CUST101458,34.0,44307.91,13.0,68.88,3.0,7.3,23.61,1.0,Bengaluru,Basic,NetBanking,0
CUST100332,38.0,47480.37,8.0,209.43,1.0,10.0,18.38,1.0,Delhi,Standard,Card,0
CUST100335,45.0,52307.94,1.0,120.37,0.0,4.2,19.58,12.0,Delhi,Standard,Card,0
CUST100359,38.0,57263.12,1.0,97.06,0.0,7.13,22.4,12.0,Pune,Basic,UPI,0
CUST100745,43.0,45704.36,8.0,104.8,0.0,6.7,19.18,12.0,Delhi,Basic,UPI,1
CUST101380,55.0,53903.16,0.0,151.89,1.0,6.4,16.97,1.0,Jaipur,Standard,Card,1
CUST100457,62.0,28008.8,4.0,82.04,2.0,3.14,5.91,12.0,Hyderabad,Basic,Card,1
CUST100523,60.0,26998.12,11.0,42.58,2.0,6.36,24.64,24.0,Hyderabad,Standard,Card,0
CUST100738,50.0,56217.99,10.0,118.07,3.0,4.38,10.53,36.0,Pune,Premium,Card,0
CUST101375,55.0,50945.29,3.0,28.19,0.0,7.13,20.18,24.0,Mumbai,Basic,UPI,1
CUST100958,50.0,61301.54,15.0,78.48,2.0,7.47,16.27,36.0,Delhi,Standard,Card,0
CUST100736,62.0,81565.41,10.0,127.75,2.0,7.02,28.66,36.0,Delhi,Premium,UPI,0
CUST100888,43.0,31850.91,7.0,44.46,4.0,6.63,20.41,36.0,Bengaluru,Premium,UPI,0
CUST100275,49.0,42150.51,4.0,50.5,2.0,8.79,11.28,12.0,Bengaluru,Premium,NetBanking,0
CUST100451,64.0,30021.61,5.0,52.34,3.0,8.64,17.26,1.0,Delhi,Standard,NetBanking,0
CUST100751,51.0,59009.79,7.0,90.68,3.0,9.1,19.85,24.0,Bengaluru,Standard,Card,0
CUST100112,56.0,40068.1,2.0,112.09,2.0,9.06,16.26,12.0,Bengaluru,Standard,UPI,0
CUST100518,42.0,52211.52,5.0,119.18,2.0,8.63,17.0,12.0,Bengaluru,Basic,UPI,0
CUST100064,23.0,228754.74,3.0,116.69,5.0,6.24,11.04,24.0,Bengaluru,Basic,NetBanking,0
CUST101009,54.0,46573.29,13.0,79.11,4.0,6.47,10.65,36.0,Delhi,Basic,UPI,0
CUST101272,50.0,53497.7,11.0,90.51,2.0,7.74,10.76,1.0,Pune,Standard,UPI,0
CUST101339,39.0,59441.97,9.0,53.55,2.0,6.97,27.76,12.0,Bengaluru,Standard,NetBanking,0
CUST100660,45.0,36026.91,0.0,54.71,5.0,5.04,9.52,12.0,Bengaluru,Standard,Card,1
CUST101095,25.0,54004.96,3.0,97.69,4.0,9.32,17.26,6.0,Hyderabad,Basic,UPI,0
CUST100935,20.0,25591.01,2.0,126.09,1.0,6.62,20.65,36.0,Mumbai,Basic,Wallet,0
CUST100256,18.0,39494.24,8.0,63.74,2.0,6.15,25.73,24.0,Pune,Premium,UPI,0
CUST100155,40.0,69307.91,8.0,49.85,3.0,6.94,5.33,24.0,Mumbai,Standard,NetBanking,1
CUST101483,64.0,41673.31,7.0,28.25,0.0,9.36,20.77,36.0,Pune,Basic,Card,0
CUST101084,50.0,92617.96,7.0,74.86,1.0,8.71,17.79,36.0,Delhi,Standard,Card,0
CUST101337,61.0,41610.93,15.0,203.55,2.0,5.68,18.54,36.0,Bengaluru,Basic,NetBanking,0
CUST101217,42.0,51716.7,9.0,80.94,3.0,7.23,27.85,12.0,Bengaluru,Standard,UPI,1
CUST100291,57.0,43594.51,8.0,107.82,6.0,6.52,24.74,36.0,Bengaluru,Premium,UPI,0
CUST101122,53.0,59272.93,14.0,150.96,4.0,9.0,15.53,36.0,Mumbai,Standard,Card,0
CUST100531,52.0,92031.21,8.0,132.78,2.0,6.61,23.86,12.0,Delhi,Premium,UPI,1
CUST100922,56.0,47990.31,15.0,85.5,3.0,5.49,19.91,36.0,Pune,Standard,UPI,1
CUST101001,50.0,87754.31,1.0,53.61,2.0,8.87,22.59,36.0,Mumbai,Standard,NetBanking,1
CUST101448,54.0,57179.36,2.0,159.79,1.0,6.08,20.3,12.0,Jaipur,Basic,UPI,0
CUST100956,23.0,55690.41,15.0,83.13,2.0,7.54,24.56,6.0,Bengaluru,Premium,UPI,0
CUST101247,46.0,60387.09,11.0,27.86,2.0,7.94,12.72,6.0,Jaipur,Premium,UPI,0
CUST100959,39.0,53155.02,6.0,63.84,1.0,9.42,13.05,12.0,Hyderabad,Basic,UPI,0
CUST101189,63.0,109964.35,12.0,32.45,3.0,9.4,20.4,6.0,Pune,Premium,UPI,0
CUST100859,36.0,42927.9,4.0,132.72,5.0,7.6,19.0,12.0,Jaipur,Basic,NetBanking,0
CUST100167,19.0,133033.82,3.0,145.88,0.0,7.0,15.83,24.0,Delhi,Basic,UPI,0
CUST101428,34.0,113512.21,3.0,128.18,0.0,5.99,27.96,12.0,Delhi,Standard,UPI,1
CUST101367,54.0,25719.69,9.0,43.36,1.0,8.83,17.85,1.0,Delhi,Standard,NetBanking,0
CUST100916,52.0,30352.54,3.0,31.42,3.0,7.93,11.45,6.0,Delhi,Basic,Card,0
CUST101099,46.0,29243.07,13.0,46.15,1.0,6.97,7.41,12.0,Delhi,Standard,UPI,0
CUST101444,42.0,60550.26,5.0,36.25,5.0,5.85,22.38,1.0,Hyderabad,Standard,UPI,1
CUST101249,33.0,23606.71,0.0,70.86,1.0,6.22,25.42,24.0,Delhi,Basic,Wallet,0
CUST101028,54.0,80913.49,14.0,72.49,1.0,7.3,1.37,24.0,Hyderabad,Basic,Card,0
CUST101324,28.0,130436.12,1.0,80.81,2.0,6.36,23.24,36.0,Mumbai,Basic,Card,0
CUST100350,52.0,121883.71,8.0,77.07,0.0,5.25,11.96,36.0,Hyderabad,Basic,NetBanking,1
CUST100542,24.0,42739.71,6.0,82.97,2.0,7.5,10.25,24.0,Jaipur,Basic,Card,0
CUST100375,40.0,44579.16,3.0,56.26,3.0,9.53,22.96,12.0,Bengaluru,Basic,UPI,1
CUST100377,44.0,67700.72,14.0,85.62,0.0,7.72,17.11,36.0,Jaipur,Standard,UPI,0
CUST100807,42.0,37643.27,7.0,63.33,3.0,6.84,19.05,36.0,Jaipur,Basic,NetBanking,0
CUST101417,64.0,42800.81,1.0,111.86,2.0,9.53,21.63,1.0,Delhi,Standard,UPI,0
CUST100494,48.0,103364.92,15.0,142.82,1.0,4.34,5.72,36.0,Mumbai,Basic,UPI,1
CUST100758,45.0,79294.11,9.0,163.24,3.0,8.14,17.95,6.0,Delhi,Basic,Card,0
CUST101408,38.0,64370.21,0.0,91.88,1.0,5.96,28.81,1.0,Jaipur,Basic,Card,0
CUST101412,53.0,61085.58,15.0,101.55,0.0,6.81,4.19,12.0,Bengaluru,Standard,Card,0
CUST101484,49.0,46435.01,6.0,74.87,5.0,10.0,12.07,6.0,Bengaluru,Premium,Card,0
CUST101379,42.0,84477.52,12.0,39.98,2.0,7.26,17.55,1.0,Bengaluru,Premium,UPI,0
CUST101298,60.0,50648.16,8.0,77.89,1.0,5.35,18.48,24.0,Hyderabad,Standard,Card,1
CUST100310,31.0,38198.65,5.0,106.08,0.0,6.67,1.77,36.0,Mumbai,Basic,Card,0
CUST100102,25.0,23469.17,9.0,102.81,3.0,9.34,15.89,12.0,Bengaluru,Basic,Wallet,0
CUST100305,58.0,66678.0,5.0,85.89,2.0,6.51,20.89,1.0,Mumbai,Standard,Card,1
CUST100395,24.0,44683.3,12.0,104.33,1.0,8.86,22.78,1.0,Delhi,Standard,UPI,0
CUST100339,65.0,28395.97,6.0,118.34,2.0,8.37,11.46,36.0,Hyderabad,Standard,Card,1
CUST101081,50.0,57717.2,10.0,67.15,4.0,5.54,14.91,1.0,Jaipur,Basic,UPI,1
CUST100848,25.0,24134.86,11.0,97.97,4.0,8.6,30.31,36.0,Pune,Basic,Wallet,0
CUST101376,51.0,30447.47,0.0,45.92,1.0,3.88,13.24,12.0,Pune,Standard,UPI,1
CUST101256,19.0,82590.9,6.0,77.85,0.0,7.46,17.5,24.0,Delhi,Basic,Card,0
CUST100754,18.0,58624.87,8.0,67.78,3.0,9.47,22.79,24.0,Pune,Standard,UPI,0
CUST100022,55.0,50350.86,6.0,71.23,0.0,7.94,18.14,36.0,Mumbai,Basic,Card,1
CUST100918,42.0,34853.41,10.0,53.29,3.0,7.91,16.15,12.0,Hyderabad,Standard,UPI,0
CUST100744,38.0,60106.52,0.0,123.1,3.0,7.8,17.21,1.0,Mumbai,Basic,UPI,0
CUST101242,36.0,82521.44,12.0,86.24,2.0,7.33,16.26,6.0,Hyderabad,Standard,UPI,0
CUST100743,28.0,66706.26,15.0,51.62,0.0,5.19,19.91,12.0,Delhi,Premium,UPI,0
CUST100030,44.0,27737.16,10.0,110.32,0.0,7.25,17.75,1.0,Delhi,Basic,UPI,1
CUST101409,28.0,42957.75,13.0,189.19,4.0,6.14,16.78,1.0,Pune,Premium,Card,0
CUST101386,44.0,33545.98,12.0,65.89,2.0,10.0,15.02,24.0,Pune,Standard,NetBanking,0
CUST100386,65.0,53381.14,7.0,31.38,2.0,5.08,23.1,24.0,Bengaluru,Premium,UPI,1
CUST101073,56.0,45852.77,1.0,107.21,1.0,5.11,20.1,24.0,Delhi,Standard,Card,1
CUST100732,42.0,33803.59,3.0,53.63,0.0,7.44,18.36,1.0,Delhi,Standard,UPI,1
CUST100026,29.0,32248.85,13.0,126.83,1.0,8.64,13.44,12.0,Bengaluru,Basic,Card,0
CUST101262,25.0,46069.1,3.0,58.41,3.0,7.68,17.58,24.0,Pune,Premium,NetBanking,0
CUST101158,57.0,32672.68,9.0,50.4,2.0,7.9,15.53,24.0,Bengaluru,Standard,UPI,0
CUST101274,45.0,73054.1,2.0,36.76,2.0,8.02,16.54,12.0,Pune,Basic,UPI,0
CUST100828,34.0,57917.77,9.0,108.33,4.0,6.44,26.77,1.0,Jaipur,Standard,UPI,0
CUST100296,52.0,36773.58,3.0,107.87,6.0,8.15,11.49,36.0,Mumbai,Basic,UPI,1
CUST100849,21.0,65259.3,4.0,35.2,2.0,5.88,18.65,24.0,Mumbai,Basic,Card,0
CUST100353,41.0,67378.51,10.0,55.98,1.0,10.0,6.85,12.0,Mumbai,Basic,UPI,1
CUST100713,54.0,113305.41,3.0,165.31,2.0,7.79,25.94,12.0,Bengaluru,Basic,UPI,1
CUST101479,43.0,80762.22,9.0,79.62,2.0,6.09,18.1,6.0,Jaipur,Standard,Wallet,0
CUST101178,31.0,68566.66,7.0,151.57,4.0,8.16,17.01,24.0,Delhi,Standard,UPI,0
CUST100892,52.0,72655.71,5.0,71.27,3.0,7.58,19.78,12.0,Pune,Premium,UPI,0
CUST100982,28.0,17122.91,10.0,63.44,2.0,6.82,29.73,6.0,Mumbai,Basic,UPI,1
CUST100978,23.0,60343.63,10.0,54.05,1.0,5.62,19.63,12.0,Delhi,Standard,Wallet,0
CUST101120,48.0,43746.45,9.0,139.71,4.0,9.55,21.36,1.0,Mumbai,Basic,Wallet,0
CUST101277,46.0,114097.49,8.0,98.18,3.0,9.41,14.04,12.0,Mumbai,Basic,UPI,0
CUST100832,41.0,44652.44,15.0,83.82,1.0,7.83,16.8,36.0,Mumbai,Standard,NetBanking,0
CUST101433,43.0,117322.8,11.0,86.79,0.0,5.61,20.85,12.0,Bengaluru,Premium,Card,0
CUST101177,46.0,89601.35,15.0,137.79,0.0,6.52,10.69,36.0,Delhi,Standard,UPI,0
CUST100543,21.0,83855.86,12.0,54.4,1.0,7.5,23.37,24.0,Hyderabad,Basic,UPI,0
CUST100221,23.0,29694.71,5.0,103.68,3.0,6.55,16.72,24.0,Mumbai,Premium,UPI,0
CUST100933,21.0,28362.62,12.0,50.04,3.0,4.69,15.24,24.0,Bengaluru,Basic,UPI,0
CUST100067,46.0,20021.02,13.0,57.81,2.0,10.0,24.7,36.0,Pune,Standard,Wallet,0
CUST100150,56.0,26100.31,10.0,55.53,2.0,5.25,17.5,12.0,Jaipur,Standard,Card,1
CUST100778,30.0,46419.6,8.0,48.12,3.0,8.69,23.84,6.0,Jaipur,Basic,NetBanking,0
CUST100091,58.0,32502.92,7.0,80.59,3.0,7.31,16.27,36.0,Delhi,Basic,NetBanking,1
CUST100308,21.0,69046.17,1.0,56.63,3.0,5.3,12.2,12.0,Delhi,Premium,UPI,0
CUST100802,54.0,36948.54,12.0,91.67,2.0,5.96,15.2,6.0,Jaipur,Standard,UPI,0
CUST101031,42.0,122641.86,5.0,75.11,1.0,6.89,6.34,6.0,Delhi,Basic,Card,0
CUST101374,58.0,111395.38,5.0,28.43,2.0,9.01,18.02,24.0,Delhi,Premium,UPI,0
CUST100007,56.0,31000.46,2.0,113.18,3.0,9.48,22.19,36.0,Bengaluru,Standard,Card,0
CUST100493,51.0,64826.77,13.0,43.82,1.0,6.0,16.75,12.0,Pune,Premium,Wallet,1
CUST101369,23.0,40157.35,0.0,112.66,1.0,7.39,17.98,1.0,Bengaluru,Premium,UPI,0
CUST101041,31.0,97932.42,7.0,51.71,3.0,7.62,10.86,12.0,Delhi,Standard,UPI,1
CUST101004,64.0,56742.05,0.0,63.23,2.0,4.81,12.45,1.0,Hyderabad,Premium,NetBanking,1
CUST100829,27.0,30876.97,6.0,115.62,1.0,7.06,7.43,12.0,Pune,Premium,Card,0
CUST100148,30.0,119307.81,5.0,52.1,2.0,5.88,28.76,1.0,Delhi,Basic,NetBanking,0
CUST100056,64.0,69132.06,15.0,101.24,3.0,7.08,16.24,24.0,Jaipur,Basic,Wallet,0
CUST101114,27.0,44566.74,14.0,93.81,1.0,7.21,15.55,36.0,Mumbai,Basic,Card,1
CUST101230,37.0,66665.55,6.0,99.03,0.0,10.0,17.98,36.0,Pune,Standard,UPI,0
CUST101289,64.0,166930.05,7.0,109.78,4.0,9.6,17.3,6.0,Delhi,Basic,Card,0
CUST100045,42.0,70860.89,15.0,97.17,2.0,6.14,1.69,24.0,Delhi,Standard,NetBanking,0
CUST101263,46.0,65778.89,9.0,43.26,1.0,6.79,23.66,12.0,Pune,Basic,Card,0
CUST100368,20.0,57192.33,15.0,49.96,3.0,7.77,24.29,24.0,Hyderabad,Basic,UPI,0
CUST100232,28.0,77710.39,10.0,99.67,5.0,5.47,20.61,12.0,Jaipur,Basic,Wallet,0
CUST100804,31.0,51602.5,5.0,45.11,2.0,6.4,12.85,36.0,Hyderabad,Basic,UPI,0
CUST101385,38.0,113839.54,10.0,163.94,4.0,6.23,7.58,24.0,Delhi,Standard,UPI,0
CUST100425,22.0,70722.69,14.0,152.43,2.0,6.86,22.42,36.0,Hyderabad,Basic,Card,0
CUST100035,64.0,54781.05,5.0,69.01,6.0,8.32,19.83,12.0,Delhi,Basic,UPI,1
CUST100488,54.0,39802.36,3.0,84.36,5.0,5.35,15.01,12.0,Bengaluru,Premium,Card,1
CUST101317,46.0,48906.17,4.0,56.02,4.0,7.41,19.97,1.0,Jaipur,Premium,Wallet,1
CUST100622,63.0,74922.86,15.0,123.69,2.0,8.2,18.11,1.0,Hyderabad,Standard,Wallet,1
CUST100169,62.0,63761.92,6.0,73.88,0.0,6.2,15.23,6.0,Mumbai,Basic,Card,1
CUST100582,58.0,63548.71,2.0,90.18,1.0,7.66,22.15,6.0,Bengaluru,Basic,UPI,0
CUST101411,28.0,101745.94,12.0,113.77,5.0,5.49,9.01,24.0,Delhi,Basic,Card,0
CUST101070,35.0,18747.46,13.0,110.74,1.0,7.21,11.85,36.0,Jaipur,Premium,UPI,0
CUST100837,30.0,29859.46,8.0,27.4,7.0,8.68,20.12,24.0,Hyderabad,Basic,UPI,1
CUST101088,57.0,57471.39,7.0,99.2,5.0,8.43,33.88,24.0,Delhi,Basic,UPI,0
CUST101384,39.0,59773.19,1.0,48.29,2.0,9.44,21.57,6.0,Mumbai,Premium,UPI,0
CUST100831,37.0,97163.34,13.0,67.02,2.0,5.99,22.44,24.0,Bengaluru,Basic,UPI,0
CUST101370,35.0,96624.18,3.0,34.94,1.0,4.2,16.83,12.0,Bengaluru,Premium,Card,1
CUST100728,23.0,75304.93,13.0,94.74,2.0,8.98,12.13,12.0,Hyderabad,Basic,NetBanking,0
CUST100556,52.0,100762.47,0.0,46.98,2.0,9.1,12.19,1.0,Delhi,Basic,Card,0
CUST101469,40.0,42325.21,9.0,52.35,4.0,8.62,16.13,12.0,Delhi,Standard,UPI,0
CUST101111,21.0,73902.73,6.0,54.54,0.0,6.15,15.2,12.0,Jaipur,Standard,UPI,0
CUST101143,37.0,63713.26,12.0,149.82,1.0,7.34,9.34,24.0,Bengaluru,Standard,Card,0
CUST100692,18.0,68115.97,15.0,76.6,1.0,9.57,17.04,36.0,Mumbai,Premium,Card,0
CUST100103,41.0,48421.03,8.0,70.57,1.0,10.0,19.38,24.0,Delhi,Basic,UPI,0
CUST101265,20.0,50598.98,4.0,214.77,2.0,4.89,28.29,1.0,Delhi,Standard,Card,0
CUST101341,41.0,58883.54,15.0,89.0,3.0,5.44,17.16,1.0,Hyderabad,Standard,UPI,0
CUST101407,46.0,91771.43,14.0,77.34,3.0,8.44,17.79,12.0,Mumbai,Basic,UPI,0
CUST100796,47.0,104640.34,5.0,64.98,7.0,7.61,15.67,1.0,Mumbai,Basic,Card,0
CUST100923,34.0,65499.49,12.0,48.43,3.0,6.48,27.89,24.0,Delhi,Standard,UPI,0
CUST100913,62.0,27246.7,5.0,61.17,2.0,9.84,10.67,12.0,Jaipur,Premium,UPI,0
CUST100006,38.0,64094.82,8.0,38.31,1.0,7.56,14.9,1.0,Jaipur,Premium,UPI,0
CUST100929,34.0,137843.48,14.0,97.73,4.0,9.09,24.45,12.0,Bengaluru,Basic,NetBanking,0
CUST100893,32.0,44375.26,8.0,71.67,3.0,6.61,20.7,1.0,Jaipur,Standard,UPI,0
CUST100537,43.0,28055.59,15.0,35.63,0.0,5.44,28.69,12.0,Jaipur,Standard,UPI,0
CUST101027,18.0,50148.44,10.0,92.83,3.0,7.7,13.7,24.0,Delhi,Standard,NetBanking,0
CUST100325,42.0,35227.3,10.0,86.23,4.0,10.0,24.24,24.0,Delhi,Premium,Wallet,1
CUST100845,48.0,56217.84,13.0,95.65,0.0,4.48,22.69,1.0,Mumbai,Basic,NetBanking,1
CUST101241,40.0,59901.61,5.0,83.98,5.0,4.57,18.26,6.0,Bengaluru,Standard,Wallet,0
